"Airport.Code","Airport.Name","Time.Label","Time.Month","Time.Month Name","TimeYear","Statistics.# of Delays.Carrier","Statistics.# of Delays.Late Aircraft","Statistics.# of Delays.National Aviation System","Statistics.# of Delays.Security","Statistics.# of Delays.Weather","Statistics.Carriers.Names","Statistics.Carriers.Total","Statistics.Flights.Cancelled","Statistics.Flights.Delayed","Statistics.Flights.Diverted","Statistics.Flights.On Time","Statistics.Flights.Total","Statistics.Minutes Delayed.Carrier","Statistics.Minutes Delayed.Late Aircraft","Statistics.Minutes Delayed.National Aviation System","Statistics.Minutes Delayed.Security","Statistics.Minutes Delayed.Total","Statistics.Minutes Delayed.Weather"
"EWR","Newark, NJ: Newark Liberty International","2012/03","3","March","2012","561","830","1466","2","289","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","10","120","3149","16","6537","9822","40249","58074","60249","83","175669","17014"
"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","2012/03","3","March","2012","376","366","335","1","39","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","10","13","1122","18","5426","6579","18411","20923","10246","21","51584","1983"
"IAD","Washington, DC: Washington Dulles International","2012/03","3","March","2012","427","555","315","2","36","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.","10","112","1333","3","5019","6467","23371","36619","9984","31","72108","2103"
"IAH","Houston, TX: George Bush Intercontinental/Houston","2012/03","3","March","2012","819","1236","1090","2","83","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.","8","239","3231","68","11063","14601","56028","87485","48721","49","200937","8654"
"JFK","New York, NY: John F. Kennedy International","2012/03","3","March","2012","416","453","612","3","43","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America","8","50","1527","15","6660","8252","25549","29617","19501","207","77144","2270"
"LAS","Las Vegas, NV: McCarran International","2012/03","3","March","2012","449","695","373","1","49","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.","13","83","1565","40","10523","12211","22576","37511","15278","28","79667","4274"
"LAX","Los Angeles, CA: Los Angeles International","2012/03","3","March","2012","823","1280","1049","3","79","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.","14","236","3233","15","15498","18982","49648","79199","35698","65","168673","4063"
"LGA","New York, NY: LaGuardia","2012/03","3","March","2012","350","360","732","0","41","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","11","120","1484","15","6588","8207","19834","22728","28078","0","74516","3876"
"MCO","Orlando, FL: Orlando International","2012/03","3","March","2012","532","623","602","4","41","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","23","1801","13","9470","11307","27312","38039","17702","89","85377","2235"
"MDW","Chicago, IL: Chicago Midway International","2012/03","3","March","2012","260","460","265","9","24","Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Southwest Airlines Co.","4","14","1018","4","6469","7505","11578","22735","7627","186","43329","1203"
"MIA","Miami, FL: Miami International","2012/03","3","March","2012","318","322","370","1","38","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","9","39","1046","30","5921","7036","20392","24037","11537","18","58493","2509"
"MSP","Minneapolis, MN: Minneapolis-St Paul International","2012/03","3","March","2012","371","382","273","3","23","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","11","58","1049","7","8019","9133","25898","22686","7721","124","57699","1270"
"ORD","Chicago, IL: Chicago O'Hare International","2012/03","3","March","2012","950","1688","1954","1","227","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Mesa Airlines Inc.","12","400","4823","41","20354","25618","79514","112502","105020","25","315907","18846"
"PDX","Portland, OR: Portland International","2012/03","3","March","2012","189","255","150","1","11","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","10","21","608","1","3644","4274","8925","15046","4458","35","29276","812"
"PHL","Philadelphia, PA: Philadelphia International","2012/03","3","March","2012","324","289","598","2","42","American Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","10","29","1254","2","5367","6652","19282","16440","20433","37","58469","2277"
"PHX","Phoenix, AZ: Phoenix Sky Harbor International","2012/03","3","March","2012","535","631","490","4","22","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","14","86","1683","8","14816","16593","28577","33862","12941","78","76920","1462"
"SAN","San Diego, CA: San Diego International","2012/03","3","March","2012","311","410","241","3","15","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.","13","63","981","9","5474","6527","14968","23026","7080","79","46577","1424"
"SEA","Seattle, WA: Seattle/Tacoma International","2012/03","3","March","2012","405","442","369","4","23","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","12","32","1241","8","6691","7972","22538","27697","11368","109","62965","1253"
"SFO","San Francisco, CA: San Francisco International","2012/03","3","March","2012","606","1082","2198","1","88","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","12","569","3976","31","9491","14067","39224","81595","179466","38","307327","7004"
"SLC","Salt Lake City, UT: Salt Lake City International","2012/03","3","March","2012","314","429","241","1","19","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","10","96","1006","4","8727","9833","17379","23685","7091","14","49653","1484"
"TPA","Tampa, FL: Tampa International","2012/03","3","March","2012","337","344","255","0","16","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","9","8","955","7","5391","6361","17425","18052","8076","6","44670","1111"
"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","2012/04","4","April","2012","875","1146","1056","6","39","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","12","95","3124","22","29412","32653","74651","65596","29270","188","172688","2983"
"BOS","Boston, MA: Logan International","2012/04","4","April","2012","407","379","324","2","25","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","39","1142","1","7611","8793","23579","21413","11186","108","57933","1647"
"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","2012/04","4","April","2012","279","390","144","1","19","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","9","32","834","4","7911","8781","15529","20717","4167","20","41963","1530"
"CLT","Charlotte, NC: Charlotte Douglas International","2012/04","4","April","2012","301","348","394","4","20","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","10","67","1067","4","10394","11532","17381","17859","11327","99","48080","1414"
"DCA","Washington, DC: Ronald Reagan Washington National","2012/04","4","April","2012","222","195","204","2","20","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.","11","57","643","10","5065","5775","11564","11136","5949","80","30435","1706"
"DEN","Denver, CO: Denver International","2012/04","4","April","2012","633","951","728","5","63","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","12","135","2379","26","16618","19158","36329","52534","25289","160","118491","4179"
"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","2012/04","4","April","2012","632","1278","613","2","184","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Mesa Airlines Inc.","11","1228","2707","189","18513","22637","53636","98946","29090","41","198150","16437"
"DTW","Detroit, MI: Detroit Metro Wayne County","2012/04","4","April","2012","270","241","290","1","11","American Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","11","30","810","10","6673","7523","16755","13057","8180","16","38968","960"
"EWR","Newark, NJ: Newark Liberty International","2012/04","4","April","2012","448","660","1287","0","244","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","10","116","2636","4","7260","10016","33144","45675","63762","12","159777","17184"
"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","2012/04","4","April","2012","275","241","258","2","36","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","10","11","811","21","5134","5977","14002","12582","7636","31","35852","1601"
"IAD","Washington, DC: Washington Dulles International","2012/04","4","April","2012","267","323","195","1","23","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.","10","49","808","3","5361","6221","15603","20625","5572","24","43332","1508"
"IAH","Houston, TX: George Bush Intercontinental/Houston","2012/04","4","April","2012","596","915","772","3","28","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.","8","89","2313","30","11370","13802","39013","53247","26573","163","120977","1981"
"JFK","New York, NY: John F. Kennedy International","2012/04","4","April","2012","285","270","217","1","25","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America","8","18","799","5","7142","7964","17087","16781","6368","40","41098","822"
"LAS","Las Vegas, NV: McCarran International","2012/04","4","April","2012","458","596","326","2","23","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.,Mesa Airlines Inc.","13","65","1409","4","10629","12107","20654","29876","9111","35","61262","1586"
"LAX","Los Angeles, CA: Los Angeles International","2012/04","4","April","2012","717","1071","896","6","59","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","13","154","2748","18","15268","18188","44158","60867","27206","237","136486","4018"
"LGA","New York, NY: LaGuardia","2012/04","4","April","2012","240","237","438","0","28","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.","11","77","941","21","7049","8088","14668","14079","18838","0","49424","1839"
"MCO","Orlando, FL: Orlando International","2012/04","4","April","2012","411","444","338","2","31","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","28","1225","14","9306","10573","22587","26825","10122","140","61656","1982"
"MDW","Chicago, IL: Chicago Midway International","2012/04","4","April","2012","257","352","151","8","16","Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Southwest Airlines Co.","5","26","783","4","6616","7429","13181","17619","3710","255","35416","651"
